gen2 state,gen2 power,gen11 state,gen11 power,gen39 state,gen39 power,gen46 state,gen46 power,gen25 state,gen25 power,gen42 state,gen42 power,gen29 state,gen29 power,gen59 state,gen59 power,gen8 state,gen8 power,gen57 state,gen57 power,gen20 state,gen20 power,gen31 state,gen31 power,gen14 state,gen14 power,gen18 state,gen18 power,gen33 state,gen33 power,gen35 state,gen35 power,gen65 state,gen65 power,gen17 state,gen17 power,gen64 state,gen64 power,gen49 state,gen49 power,gen44 state,gen44 power,gen37 state,gen37 power,gen4 state,gen4 power,gen13 state,gen13 power,gen1 state,gen1 power,gen47 state,gen47 power,gen32 state,gen32 power,gen50 state,gen50 power,gen40 state,gen40 power,gen43 state,gen43 power,gen9 state,gen9 power,gen3 state,gen3 power,gen61 state,gen61 power,gen38 state,gen38 power,gen36 state,gen36 power,gen48 state,gen48 power,gen12 state,gen12 power,gen16 state,gen16 power,gen62 state,gen62 power,gen21 state,gen21 power,gen10 state,gen10 power,gen19 state,gen19 power,gen51 state,gen51 power,gen22 state,gen22 power,gen24 state,gen24 power,gen53 state,gen53 power,gen28 state,gen28 power,gen23 state,gen23 power,gen63 state,gen63 power,gen56 state,gen56 power,gen15 state,gen15 power
0.0,0.0,1.0,13.851152377336376,1.0,2.1530288689888564,1.0,3.3515482742676985,1.0,1.6363019396461058,1.0,3.9472195852517964,1.0,5.750000000000001,1.0,2.1600000000000006,1.0,2.081261239190056,1.0,0.5,1.0,2.6697557978665514,1.0,5.24,0.0,0.0,1.0,1.557357547307146,1.0,1.9520795049941522,1.0,3.2295433034832834,0.0,0.0,1.0,0.602848082955171,1.0,1.5,1.0,1.6793625175090228,1.0,1.2200496914509784,1.0,2.174559157483034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650287,1.0,3.042947460015818,1.0,2.6697557978665514,1.0,3.5000000000000004,1.0,2.7,1.0,0.48801987492112386,0.0,0.0,1.0,0.832504494710317,1.0,2.4759832008227725,1.0,1.7941907223631897,1.0,3.34,1.0,1.7224230920907233,1.0,4.995026968261904,1.0,1.0,1.0,1.5501807839977804,1.0,0.8396812577720841,1.0,0.7392065779241005,1.0,2.3683317537562423,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788153,1.0,1.471236392484938,1.0,1.0,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336376,1.0,2.1530288689888564,1.0,3.3515482742676985,1.0,1.6363019396461058,1.0,3.9472195852517964,1.0,5.75,1.0,2.16,1.0,2.081261239190056,1.0,0.5,1.0,2.6697557978665514,1.0,5.239999999999999,0.0,0.0,1.0,1.557357547307146,1.0,1.9520795049941522,1.0,3.2295433034832834,0.0,0.0,1.0,0.602848082955171,1.0,1.5,1.0,1.6793625175090228,1.0,1.2200496914509784,1.0,2.1745591574830345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650287,1.0,3.042947460015818,1.0,2.6697557978665514,1.0,3.5,1.0,2.7,1.0,0.48801987492112386,0.0,0.0,1.0,0.832504494710317,1.0,2.475983200822773,1.0,1.7941907223631897,1.0,3.3400000000000003,1.0,1.7224230920907233,1.0,4.995026968261904,1.0,0.9999999999999999,1.0,1.5501807839977804,1.0,0.8396812577720841,1.0,0.7392065779241005,1.0,2.3683317537562423,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788153,1.0,1.471236392484938,1.0,1.0,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336376,1.0,2.1530288689888564,1.0,3.3515482742676985,1.0,1.6363019396461058,1.0,3.9472195852517964,1.0,5.75,1.0,2.16,1.0,2.081261239190056,1.0,0.4999999999999999,1.0,2.6697557978665514,1.0,5.239999999999999,0.0,0.0,1.0,1.557357547307146,1.0,1.9520795049941522,1.0,3.2295433034832834,0.0,0.0,1.0,0.602848082955171,1.0,1.5,1.0,1.6793625175090228,1.0,1.2200496914509784,1.0,2.174559157483034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650287,1.0,3.042947460015818,1.0,2.6697557978665514,1.0,3.5,1.0,2.6999999999999997,1.0,0.48801987492112386,0.0,0.0,1.0,0.832504494710317,1.0,2.475983200822773,1.0,1.7941907223631897,1.0,3.34,1.0,1.7224230920907233,1.0,4.995026968261904,1.0,1.0,1.0,1.5501807839977804,1.0,0.8396812577720841,1.0,0.7392065779241005,1.0,2.3683317537562423,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788153,1.0,1.471236392484938,1.0,1.0,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336376,1.0,2.1530288689888564,1.0,3.3515482742676985,1.0,1.6363019396461058,1.0,3.9472195852517964,1.0,5.75,1.0,2.16,1.0,2.081261239190056,1.0,0.5,1.0,2.6697557978665514,1.0,5.24,0.0,0.0,1.0,1.5573575473071468,1.0,1.9520795049941522,1.0,3.2295433034832834,0.0,0.0,1.0,0.602848082955171,1.0,1.5,1.0,1.6793625175090228,1.0,1.2200496914509784,1.0,2.1745591574830345,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650287,1.0,3.042947460015818,1.0,2.6697557978665514,1.0,3.5,1.0,2.6999999999999997,1.0,0.48801987492112386,0.0,0.0,1.0,0.832504494710317,1.0,2.475983200822773,1.0,1.79419072236319,1.0,3.34,1.0,1.7224230920907233,1.0,4.995026968261904,1.0,1.0,1.0,1.5501807839977804,1.0,0.8396812577720841,1.0,0.7392065779241005,1.0,2.3683317537562423,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788153,1.0,1.471236392484938,1.0,1.0,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336376,1.0,2.1530288689888564,1.0,3.3515482742676985,1.0,1.6363019396461058,1.0,3.9472195852517964,1.0,5.749999999999998,1.0,2.16,1.0,2.081261239190056,1.0,0.5,1.0,2.6697557978665514,1.0,5.239999999999999,0.0,0.0,1.0,1.557357547307146,1.0,1.9520795049941522,1.0,3.2295433034832834,0.0,0.0,1.0,0.602848082955171,1.0,1.5,1.0,1.6793625175090228,1.0,1.2200496914509784,1.0,2.174559157483033,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650287,1.0,3.042947460015818,1.0,2.6697557978665514,1.0,3.5,1.0,2.6999999999999997,1.0,0.48801987492112386,0.0,0.0,1.0,0.832504494710317,1.0,2.475983200822773,1.0,1.7941907223631897,1.0,3.34,1.0,1.7224230920907233,1.0,4.995026968261904,1.0,1.0,1.0,1.5501807839977804,1.0,0.8396812577720841,1.0,0.7392065779241005,1.0,2.3683317537562423,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788153,1.0,1.471236392484938,1.0,1.0,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336376,1.0,2.1530288689888564,1.0,3.3515482742676985,1.0,1.6363019396461058,1.0,3.9472195852517964,1.0,5.750000000000001,1.0,2.16,1.0,2.081261239190056,0.0,0.0,1.0,2.6697557978665514,1.0,5.24,0.0,0.0,1.0,1.5573575473071464,1.0,1.9520795049941522,1.0,3.2295433034832834,0.0,0.0,1.0,0.602848082955171,1.0,1.5,1.0,1.6793625175090228,1.0,1.2200496914509784,1.0,2.174559157483034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650287,1.0,3.042947460015818,1.0,2.6697557978665514,1.0,3.5000000000000004,1.0,2.7,1.0,0.48801987492112386,0.0,0.0,1.0,0.832504494710317,1.0,2.475983200822773,1.0,1.7941907223631897,1.0,3.34,1.0,1.7224230920907233,1.0,4.995026968261904,1.0,1.0,1.0,1.5501807839977804,1.0,0.8396812577720841,1.0,0.7392065779241005,1.0,2.3683317537562423,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788153,1.0,1.471236392484938,1.0,1.0,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336376,1.0,2.1530288689888564,1.0,3.3515482742676985,1.0,1.6363019396461058,1.0,3.9472195852517964,1.0,5.75,1.0,2.16,1.0,2.081261239190056,0.0,0.0,1.0,2.6697557978665514,1.0,5.239999999999999,0.0,0.0,1.0,1.557357547307146,1.0,1.9520795049941522,1.0,3.2295433034832834,0.0,0.0,1.0,0.602848082955171,1.0,1.5,1.0,1.6793625175090228,1.0,1.2200496914509784,1.0,2.174559157483034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650287,1.0,3.042947460015818,1.0,2.6697557978665514,1.0,3.5,1.0,2.7,1.0,0.48801987492112386,0.0,0.0,1.0,0.832504494710317,1.0,2.4759832008227725,1.0,1.7941907223631897,1.0,3.34,1.0,1.7224230920907233,1.0,4.995026968261904,1.0,0.9999999999999999,1.0,1.5501807839977804,1.0,0.8396812577720841,1.0,0.7392065779241005,1.0,2.3683317537562423,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788153,1.0,1.471236392484938,1.0,1.0,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336376,1.0,2.1530288689888564,1.0,3.3515482742676985,1.0,1.6363019396461058,1.0,3.9472195852517964,1.0,5.75,1.0,2.16,1.0,2.081261239190056,0.0,0.0,1.0,2.6697557978665514,1.0,5.239999999999999,0.0,0.0,1.0,1.557357547307146,1.0,1.9520795049941522,1.0,3.2295433034832834,0.0,0.0,1.0,0.602848082955171,1.0,1.5000000000000002,1.0,1.6793625175090228,1.0,1.2200496914509784,1.0,2.174559157483034,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650287,1.0,3.042947460015818,1.0,2.6697557978665514,1.0,3.5,1.0,2.7,1.0,0.48801987492112386,0.0,0.0,1.0,0.832504494710317,1.0,2.4759832008227725,1.0,1.7941907223631897,1.0,3.34,1.0,1.7224230920907233,1.0,4.995026968261904,1.0,1.0,1.0,1.5501807839977804,1.0,0.8396812577720841,1.0,0.7392065779241005,1.0,2.3683317537562423,0.0,0.0,0.0,0.0,1.0,1.3700000000000003,1.0,8.612115470788153,1.0,1.471236392484938,1.0,1.0000000000000002,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336382,1.0,2.1530288689888573,1.0,3.3515482742677,1.0,1.6363019396461063,1.0,3.9472195852517977,1.0,5.75,1.0,2.1599999999999997,1.0,2.081261239190056,0.0,0.0,1.0,2.6697557978665527,1.0,5.24,0.0,0.0,1.0,1.5573575473071468,1.0,1.9520795049941522,1.0,3.2295433034832848,0.0,0.0,1.0,0.6028480829551713,1.0,1.5,1.0,1.6793625175090232,1.0,1.2200496914509786,1.0,2.174559157483035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650288,1.0,3.0429474600158195,1.0,2.6697557978665527,1.0,3.5,1.0,2.6999999999999997,1.0,0.4880198749211241,0.0,0.0,1.0,0.8325044947103173,1.0,2.4759832008227742,1.0,1.79419072236319,1.0,3.34,1.0,1.7224230920907238,1.0,4.995026968261906,1.0,1.0,1.0,1.5501807839977815,1.0,0.8396812577720845,1.0,0.7392065779241008,1.0,2.3683317537562436,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788158,1.0,1.471236392484939,1.0,1.0000000000000002,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336382,1.0,2.1530288689888573,1.0,3.3515482742677,1.0,1.6363019396461063,1.0,3.9472195852517977,1.0,5.75,1.0,2.16,1.0,2.081261239190056,0.0,0.0,1.0,2.6697557978665527,1.0,5.240000000000001,0.0,0.0,1.0,1.5573575473071473,1.0,1.9520795049941522,1.0,3.2295433034832848,0.0,0.0,1.0,0.6028480829551713,1.0,1.5,1.0,1.6793625175090232,1.0,1.2200496914509786,1.0,2.174559157483035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650288,1.0,3.0429474600158195,1.0,2.6697557978665527,1.0,3.5,1.0,2.7,1.0,0.4880198749211241,0.0,0.0,1.0,0.8325044947103173,1.0,2.4759832008227742,1.0,1.7941907223631905,1.0,3.34,1.0,1.7224230920907238,1.0,4.9950269682619055,1.0,0.9999999999999999,1.0,1.5501807839977815,1.0,0.8396812577720845,1.0,0.7392065779241008,1.0,2.3683317537562436,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788158,1.0,1.471236392484939,1.0,1.0,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,13.851152377336382,1.0,2.1530288689888573,1.0,3.3515482742677,1.0,1.6363019396461063,1.0,3.9472195852517977,1.0,5.750000000000001,1.0,2.16,1.0,2.081261239190056,0.0,0.0,1.0,2.6697557978665527,1.0,5.24,0.0,0.0,1.0,1.5573575473071468,1.0,1.9520795049941522,1.0,3.2295433034832848,0.0,0.0,1.0,0.6028480829551713,1.0,1.5,1.0,1.6793625175090232,1.0,1.2200496914509786,1.0,2.174559157483035,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.471123270650288,1.0,3.0429474600158195,1.0,2.6697557978665527,1.0,3.5,1.0,2.7,1.0,0.4880198749211241,0.0,0.0,1.0,0.8325044947103173,1.0,2.4759832008227742,1.0,1.7941907223631905,1.0,3.34,1.0,1.7224230920907238,1.0,4.9950269682619055,1.0,1.0,1.0,1.5501807839977815,1.0,0.8396812577720845,1.0,0.7392065779241008,1.0,2.3683317537562436,0.0,0.0,0.0,0.0,1.0,1.37,1.0,8.612115470788158,1.0,1.471236392484939,1.0,1.0,0.0,0.0,1.0,2.016670372621893
0.0,0.0,1.0,15.26460206302968,1.0,2.372736074227625,1.0,3.6935591572467072,1.0,1.803279415547421,1.0,4.350016127383946,1.0,5.750000000000001,1.0,2.16,1.0,2.2936448708359123,1.0,0.5,1.0,2.9421927323953176,1.0,5.239999999999999,0.0,0.0,1.0,1.716279092301129,1.0,2.0,1.0,3.5,0.0,0.0,1.0,0.6643661003851157,1.0,1.5,1.0,1.8507341375644155,1.0,1.3445504409866802,1.0,2.3964634347542186,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9273818987726035,1.0,3.3534669759210862,1.0,2.9421927323953176,1.0,3.5,1.0,2.6999999999999997,1.0,0.5378201745660838,0.0,0.0,1.0,0.9174579472701135,1.0,2.7286464869989553,1.0,1.9772800598790745,1.0,3.34,1.0,1.8981888559653604,1.0,5.504747683620684,1.0,1.0,1.0,1.7083699715988503,1.0,0.9253670676995281,1.0,0.814639385012327,1.0,2.610009679301379,0.0,0.0,0.0,0.0,1.0,1.37,1.0,9.490944291215934,1.0,1.6213696492629772,1.0,1.0,0.0,0.0,1.0,2.2224627880597163
